source_symbol,source_organism,ensg,ortholog_ensg,target_symbol,target_organism,description
MAP1LC3B2,human,ENSG00000258102,,,mouse,
HACL1,human,ENSG00000131373,ENSMUSG00000021884,Hacl1,mouse,2-hydroxyacyl-CoA lyase 1 [Source:MGI Symbol;Acc:MGI:1929657]
HACL1,human,ENSG00000131373,ENSMUSG00000115022,Gm49387,mouse,"predicted gene, 49387 [Source:MGI Symbol;Acc:MGI:6121612]"
DEK,human,ENSG00000124795,ENSMUSG00000021377,Dek,mouse,DEK proto-oncogene (DNA binding) [Source:MGI Symbol;Acc:MGI:1926209]
Eny2,human,ENSG00000120533,ENSMUSG00000022338,Eny2,mouse,ENY2 transcription and export complex 2 subunit [Source:MGI Symbol;Acc:MGI:1919286]
C3orf58,human,,,,mouse,
TMEM237,human,ENSG00000155755,ENSMUSG00000038079,Tmem237,mouse,transmembrane protein 237 [Source:MGI Symbol;Acc:MGI:2138365]
SDF2,human,ENSG00000132581,ENSMUSG00000002064,Sdf2,mouse,stromal cell derived factor 2 [Source:MGI Symbol;Acc:MGI:108019]
EIF1AD,human,ENSG00000175376,ENSMUSG00000024841,Eif1ad,mouse,eukaryotic translation initiation factor 1A domain containing [Source:MGI Symbol;Acc:MGI:1917110]
Cap1,human,ENSG00000131236,ENSMUSG00000028656,Cap1,mouse,"CAP, adenylate cyclase-associated protein 1 (yeast) [Source:MGI Symbol;Acc:MGI:88262]"
IFIT3,human,ENSG00000119917,ENSMUSG00000062488,Ifit3b,mouse,interferon-induced protein with tetratricopeptide repeats 3B [Source:MGI Symbol;Acc:MGI:3698419]
IFIT3,human,ENSG00000119917,ENSMUSG00000074896,Ifit3,mouse,interferon-induced protein with tetratricopeptide repeats 3 [Source:MGI Symbol;Acc:MGI:1101055]
MAGED2,human,ENSG00000102316,ENSMUSG00000025268,Maged2,mouse,MAGE family member D2 [Source:MGI Symbol;Acc:MGI:1933391]
Ctbp1,human,ENSG00000159692,ENSMUSG00000037373,Ctbp1,mouse,C-terminal binding protein 1 [Source:MGI Symbol;Acc:MGI:1201685]
EVI5L,human,ENSG00000142459,ENSMUSG00000011832,Evi5l,mouse,ecotropic viral integration site 5 like [Source:MGI Symbol;Acc:MGI:2442167]
LTBP1,human,ENSG00000049323,ENSMUSG00000001870,Ltbp1,mouse,latent transforming growth factor beta binding protein 1 [Source:MGI Symbol;Acc:MGI:109151]
Dek,human,ENSG00000124795,ENSMUSG00000021377,Dek,mouse,DEK proto-oncogene (DNA binding) [Source:MGI Symbol;Acc:MGI:1926209]
Exosc7,human,ENSG00000075914,ENSMUSG00000025785,Exosc7,mouse,exosome component 7 [Source:MGI Symbol;Acc:MGI:1913696]
NEO1,human,ENSG00000067141,ENSMUSG00000032340,Neo1,mouse,neogenin [Source:MGI Symbol;Acc:MGI:1097159]
IMPA1,human,ENSG00000133731,ENSMUSG00000027531,Impa1,mouse,inositol (myo)-1(or 4)-monophosphatase 1 [Source:MGI Symbol;Acc:MGI:1933158]
H2afy2,human,ENSG00000099284,ENSMUSG00000020086,Macroh2a2,mouse,macroH2A.2 histone [Source:MGI Symbol;Acc:MGI:3037658]
TIMM23B,human,ENSG00000204152,ENSMUSG00000013701,Timm23,mouse,translocase of inner mitochondrial membrane 23 [Source:MGI Symbol;Acc:MGI:1858317]
Stim1,human,ENSG00000167323,ENSMUSG00000030987,Stim1,mouse,stromal interaction molecule 1 [Source:MGI Symbol;Acc:MGI:107476]
Gna14,human,ENSG00000156049,ENSMUSG00000024697,Gna14,mouse,"guanine nucleotide binding protein, alpha 14 [Source:MGI Symbol;Acc:MGI:95769]"
Map3k2,human,ENSG00000169967,ENSMUSG00000024383,Map3k2,mouse,mitogen-activated protein kinase kinase kinase 2 [Source:MGI Symbol;Acc:MGI:1346873]
Lmna,human,ENSG00000160789,ENSMUSG00000028063,Lmna,mouse,lamin A [Source:MGI Symbol;Acc:MGI:96794]
SMARCC2,human,ENSG00000139613,ENSMUSG00000025369,Smarcc2,mouse,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2 [Source:MGI Symbol;Acc:MGI:1915344]"
HRSP12,human,ENSG00000132541,ENSMUSG00000022323,Rida,mouse,reactive intermediate imine deaminase A homolog [Source:MGI Symbol;Acc:MGI:1095401]
TYMP,human,ENSG00000025708,ENSMUSG00000022615,Tymp,mouse,thymidine phosphorylase [Source:MGI Symbol;Acc:MGI:1920212]
STRBP,human,ENSG00000165209,ENSMUSG00000026915,Strbp,mouse,spermatid perinuclear RNA binding protein [Source:MGI Symbol;Acc:MGI:104626]
CCNY,human,ENSG00000108100,ENSMUSG00000024286,Ccny,mouse,cyclin Y [Source:MGI Symbol;Acc:MGI:1915224]
Rtn3,human,ENSG00000133318,ENSMUSG00000024758,Rtn3,mouse,reticulon 3 [Source:MGI Symbol;Acc:MGI:1339970]
USP11,human,ENSG00000102226,ENSMUSG00000031066,Usp11,mouse,ubiquitin specific peptidase 11 [Source:MGI Symbol;Acc:MGI:2384312]
Srgap2,human,ENSG00000266028,,,mouse,
STAT5B,human,ENSG00000173757,ENSMUSG00000020919,Stat5b,mouse,signal transducer and activator of transcription 5B [Source:MGI Symbol;Acc:MGI:103035]
DDI2,human,ENSG00000197312,,,mouse,
ZMYND8,human,ENSG00000101040,ENSMUSG00000039671,Zmynd8,mouse,"zinc finger, MYND-type containing 8 [Source:MGI Symbol;Acc:MGI:1918025]"
Prpf3,human,ENSG00000117360,ENSMUSG00000015748,Prpf3,mouse,pre-mRNA processing factor 3 [Source:MGI Symbol;Acc:MGI:1918017]
CDC27,human,ENSG00000004897,ENSMUSG00000020687,Cdc27,mouse,cell division cycle 27 [Source:MGI Symbol;Acc:MGI:102685]
Wdr48,human,ENSG00000114742,ENSMUSG00000032512,Wdr48,mouse,WD repeat domain 48 [Source:MGI Symbol;Acc:MGI:1914811]
FTO,human,ENSG00000140718,ENSMUSG00000055932,Fto,mouse,fat mass and obesity associated [Source:MGI Symbol;Acc:MGI:1347093]
WASH1,human,,,,mouse,
Myo1c,human,ENSG00000197879,ENSMUSG00000017774,Myo1c,mouse,myosin IC [Source:MGI Symbol;Acc:MGI:106612]
THADA,human,ENSG00000115970,ENSMUSG00000024251,Thada,mouse,thyroid adenoma associated [Source:MGI Symbol;Acc:MGI:3039623]
FDPS,human,ENSG00000160752,ENSMUSG00000059743,Fdps,mouse,farnesyl diphosphate synthetase [Source:MGI Symbol;Acc:MGI:104888]
ACE,human,ENSG00000159640,ENSMUSG00000020681,Ace,mouse,angiotensin I converting enzyme (peptidyl-dipeptidase A) 1 [Source:MGI Symbol;Acc:MGI:87874]
PIP4K2C,human,ENSG00000166908,ENSMUSG00000025417,Pip4k2c,mouse,"phosphatidylinositol-5-phosphate 4-kinase, type II, gamma [Source:MGI Symbol;Acc:MGI:2152214]"
FAM26E,human,,,,mouse,
Endog,human,ENSG00000167136,ENSMUSG00000015337,Endog,mouse,endonuclease G [Source:MGI Symbol;Acc:MGI:1261433]
NARFL,human,,,,mouse,
NUDT3,human,ENSG00000272325,ENSMUSG00000024213,Nudt3,mouse,nudix (nucleotide diphosphate linked moiety X)-type motif 3 [Source:MGI Symbol;Acc:MGI:1928484]
PYGB,human,ENSG00000100994,ENSMUSG00000033059,Pygb,mouse,brain glycogen phosphorylase [Source:MGI Symbol;Acc:MGI:97828]
STX12,human,ENSG00000117758,ENSMUSG00000028879,Stx12,mouse,syntaxin 12 [Source:MGI Symbol;Acc:MGI:1931027]
MPI,human,ENSG00000178802,ENSMUSG00000032306,Mpi,mouse,mannose phosphate isomerase [Source:MGI Symbol;Acc:MGI:97075]
PIGT,human,ENSG00000124155,ENSMUSG00000017721,Pigt,mouse,"phosphatidylinositol glycan anchor biosynthesis, class T [Source:MGI Symbol;Acc:MGI:1926178]"
EEF1B2,human,ENSG00000114942,ENSMUSG00000025967,Eef1b2,mouse,eukaryotic translation elongation factor 1 beta 2 [Source:MGI Symbol;Acc:MGI:1929520]
METTL13,human,ENSG00000010165,ENSMUSG00000026694,Eef1aknmt,mouse,EEF1A lysine and N-terminal methyltransferase [Source:MGI Symbol;Acc:MGI:1918699]
TMOD2,human,ENSG00000128872,ENSMUSG00000032186,Tmod2,mouse,tropomodulin 2 [Source:MGI Symbol;Acc:MGI:1355335]
Ppfibp1,human,ENSG00000110841,ENSMUSG00000016487,Ppfibp1,mouse,"PTPRF interacting protein, binding protein 1 (liprin beta 1) [Source:MGI Symbol;Acc:MGI:1914783]"
GOLM1,human,ENSG00000135052,ENSMUSG00000021556,Golm1,mouse,golgi membrane protein 1 [Source:MGI Symbol;Acc:MGI:1917329]
ANK1,human,ENSG00000029534,ENSMUSG00000031543,Ank1,mouse,"ankyrin 1, erythroid [Source:MGI Symbol;Acc:MGI:88024]"
CSNK2A2,human,ENSG00000070770,ENSMUSG00000046707,Csnk2a2,mouse,"casein kinase 2, alpha prime polypeptide [Source:MGI Symbol;Acc:MGI:88547]"
Rpl35,human,ENSG00000136942,ENSMUSG00000062997,Rpl35,mouse,ribosomal protein L35 [Source:MGI Symbol;Acc:MGI:1913739]
Rpl35,human,ENSG00000136942,ENSMUSG00000078193,Gm2000,mouse,predicted gene 2000 [Source:MGI Symbol;Acc:MGI:3780170]
Dnajc11,human,ENSG00000007923,ENSMUSG00000039768,Dnajc11,mouse,DnaJ heat shock protein family (Hsp40) member C11 [Source:MGI Symbol;Acc:MGI:2443386]
TNFRSF12A,human,ENSG00000006327,,,mouse,
TFIP11,human,ENSG00000100109,ENSMUSG00000029345,Tfip11,mouse,tuftelin interacting protein 11 [Source:MGI Symbol;Acc:MGI:1930075]
Ccdc58,human,,,,mouse,
ACADM,human,ENSG00000117054,ENSMUSG00000062908,Acadm,mouse,"acyl-Coenzyme A dehydrogenase, medium chain [Source:MGI Symbol;Acc:MGI:87867]"
Wnt5a,human,ENSG00000114251,ENSMUSG00000021994,Wnt5a,mouse,"wingless-type MMTV integration site family, member 5A [Source:MGI Symbol;Acc:MGI:98958]"
Rpl9,human,ENSG00000163682,,,mouse,
PDCD11,human,ENSG00000148843,ENSMUSG00000025047,Pdcd11,mouse,programmed cell death 11 [Source:MGI Symbol;Acc:MGI:1341788]
UBAP2L,human,ENSG00000143569,ENSMUSG00000042520,Ubap2l,mouse,ubiquitin-associated protein 2-like [Source:MGI Symbol;Acc:MGI:1921633]
HNRNPL,human,ENSG00000104824,ENSMUSG00000015165,Hnrnpl,mouse,heterogeneous nuclear ribonucleoprotein L [Source:MGI Symbol;Acc:MGI:104816]
LRRC40,human,ENSG00000066557,ENSMUSG00000063052,Lrrc40,mouse,leucine rich repeat containing 40 [Source:MGI Symbol;Acc:MGI:1914394]
PHF5A,human,ENSG00000100410,ENSMUSG00000061360,Phf5a,mouse,PHD finger protein 5A [Source:MGI Symbol;Acc:MGI:2156864]
STX18,human,ENSG00000168818,ENSMUSG00000029125,Stx18,mouse,syntaxin 18 [Source:MGI Symbol;Acc:MGI:1918366]
HS2ST1,human,ENSG00000153936,ENSMUSG00000040151,Hs2st1,mouse,heparan sulfate 2-O-sulfotransferase 1 [Source:MGI Symbol;Acc:MGI:1346049]
FAM175B,human,,,,mouse,
DVL2,human,ENSG00000004975,ENSMUSG00000020888,Dvl2,mouse,dishevelled segment polarity protein 2 [Source:MGI Symbol;Acc:MGI:106613]
GCDH,human,ENSG00000105607,ENSMUSG00000003809,Gcdh,mouse,glutaryl-Coenzyme A dehydrogenase [Source:MGI Symbol;Acc:MGI:104541]
Ruvbl2,human,ENSG00000183207,ENSMUSG00000003868,Ruvbl2,mouse,RuvB-like protein 2 [Source:MGI Symbol;Acc:MGI:1342299]
NUDT5,human,ENSG00000165609,ENSMUSG00000025817,Nudt5,mouse,nudix (nucleoside diphosphate linked moiety X)-type motif 5 [Source:MGI Symbol;Acc:MGI:1858232]
TATDN1,human,ENSG00000147687,ENSMUSG00000050891,Tatdn1,mouse,TatD DNase domain containing 1 [Source:MGI Symbol;Acc:MGI:1916944]
Antxr1,human,ENSG00000169604,ENSMUSG00000033420,Antxr1,mouse,anthrax toxin receptor 1 [Source:MGI Symbol;Acc:MGI:1916788]
MRPL51,human,ENSG00000111639,ENSMUSG00000030335,Mrpl51,mouse,mitochondrial ribosomal protein L51 [Source:MGI Symbol;Acc:MGI:1913743]
HSD17B4,human,ENSG00000133835,ENSMUSG00000024507,Hsd17b4,mouse,hydroxysteroid (17-beta) dehydrogenase 4 [Source:MGI Symbol;Acc:MGI:105089]
TRAPPC5,human,ENSG00000181029,ENSMUSG00000040236,Trappc5,mouse,trafficking protein particle complex 5 [Source:MGI Symbol;Acc:MGI:1913932]
MTCH2,human,ENSG00000109919,ENSMUSG00000027282,Mtch2,mouse,mitochondrial carrier 2 [Source:MGI Symbol;Acc:MGI:1929260]
SLC25A3,human,ENSG00000075415,ENSMUSG00000061904,Slc25a3,mouse,"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 3 [Source:MGI Symbol;Acc:MGI:1353498]"
Pafah1b2,human,ENSG00000168092,ENSMUSG00000003131,Pafah1b2,mouse,"platelet-activating factor acetylhydrolase, isoform 1b, subunit 2 [Source:MGI Symbol;Acc:MGI:108415]"
ITSN2,human,ENSG00000198399,ENSMUSG00000020640,Itsn2,mouse,intersectin 2 [Source:MGI Symbol;Acc:MGI:1338049]
FARS2,human,ENSG00000145982,ENSMUSG00000021420,Fars2,mouse,phenylalanine-tRNA synthetase 2 (mitochondrial) [Source:MGI Symbol;Acc:MGI:1917205]
ASCC1,human,ENSG00000138303,ENSMUSG00000044475,Ascc1,mouse,activating signal cointegrator 1 complex subunit 1 [Source:MGI Symbol;Acc:MGI:1916340]
NUP107,human,ENSG00000111581,ENSMUSG00000052798,Nup107,mouse,nucleoporin 107 [Source:MGI Symbol;Acc:MGI:2143854]
Cdh11,human,ENSG00000140937,ENSMUSG00000031673,Cdh11,mouse,cadherin 11 [Source:MGI Symbol;Acc:MGI:99217]
Vps35,human,ENSG00000069329,ENSMUSG00000031696,Vps35,mouse,VPS35 retromer complex component [Source:MGI Symbol;Acc:MGI:1890467]
Maged2,human,ENSG00000102316,ENSMUSG00000025268,Maged2,mouse,MAGE family member D2 [Source:MGI Symbol;Acc:MGI:1933391]
Vav3,human,ENSG00000134215,ENSMUSG00000033721,Vav3,mouse,vav 3 oncogene [Source:MGI Symbol;Acc:MGI:1888518]
CCZ1B,human,ENSG00000122674,ENSMUSG00000029617,Ccz1,mouse,CCZ1 vacuolar protein trafficking and biogenesis associated [Source:MGI Symbol;Acc:MGI:2141070]
CCZ1B,human,ENSG00000146574,ENSMUSG00000029617,Ccz1,mouse,CCZ1 vacuolar protein trafficking and biogenesis associated [Source:MGI Symbol;Acc:MGI:2141070]
RHOT1,human,ENSG00000126858,ENSMUSG00000017686,Rhot1,mouse,ras homolog family member T1 [Source:MGI Symbol;Acc:MGI:1926078]
PTK2,human,ENSG00000169398,ENSMUSG00000022607,Ptk2,mouse,PTK2 protein tyrosine kinase 2 [Source:MGI Symbol;Acc:MGI:95481]
UCHL5,human,ENSG00000116750,ENSMUSG00000018189,Uchl5,mouse,ubiquitin carboxyl-terminal esterase L5 [Source:MGI Symbol;Acc:MGI:1914848]
AHCTF1,human,ENSG00000153207,ENSMUSG00000026491,Ahctf1,mouse,AT hook containing transcription factor 1 [Source:MGI Symbol;Acc:MGI:1915033]
SMC3,human,ENSG00000108055,ENSMUSG00000024974,Smc3,mouse,structural maintenance of chromosomes 3 [Source:MGI Symbol;Acc:MGI:1339795]
SAMM50,human,ENSG00000100347,ENSMUSG00000022437,Samm50,mouse,SAMM50 sorting and assembly machinery component [Source:MGI Symbol;Acc:MGI:1915903]
EIF5A,human,ENSG00000132507,ENSMUSG00000078812,Eif5a,mouse,eukaryotic translation initiation factor 5A [Source:MGI Symbol;Acc:MGI:106248]
Trabd,human,ENSG00000170638,ENSMUSG00000015363,Trabd,mouse,TraB domain containing [Source:MGI Symbol;Acc:MGI:1915226]
LOC100911856,human,,,,mouse,
ARL8A,human,ENSG00000143862,ENSMUSG00000026426,Arl8a,mouse,ADP-ribosylation factor-like 8A [Source:MGI Symbol;Acc:MGI:1915974]
C11orf58,human,ENSG00000110696,ENSMUSG00000030663,1110004F10Rik,mouse,RIKEN cDNA 1110004F10 gene [Source:MGI Symbol;Acc:MGI:1929274]
UBE2V2,human,ENSG00000169139,ENSMUSG00000022674,Ube2v2,mouse,ubiquitin-conjugating enzyme E2 variant 2 [Source:MGI Symbol;Acc:MGI:1917870]
Ilk,human,ENSG00000166333,ENSMUSG00000030890,Ilk,mouse,integrin linked kinase [Source:MGI Symbol;Acc:MGI:1195267]
EPDR1,human,ENSG00000086289,ENSMUSG00000002808,Epdr1,mouse,ependymin related protein 1 (zebrafish) [Source:MGI Symbol;Acc:MGI:2145369]
LOC100911966,human,,,,mouse,
CASP6,human,ENSG00000138794,ENSMUSG00000027997,Casp6,mouse,caspase 6 [Source:MGI Symbol;Acc:MGI:1312921]
Hnrnpl,human,ENSG00000104824,ENSMUSG00000015165,Hnrnpl,mouse,heterogeneous nuclear ribonucleoprotein L [Source:MGI Symbol;Acc:MGI:104816]
PAF1,human,ENSG00000006712,ENSMUSG00000003437,Paf1,mouse,"Paf1, RNA polymerase II complex component [Source:MGI Symbol;Acc:MGI:1923988]"
COL1A1,human,ENSG00000108821,ENSMUSG00000001506,Col1a1,mouse,"collagen, type I, alpha 1 [Source:MGI Symbol;Acc:MGI:88467]"
RNF20,human,ENSG00000155827,ENSMUSG00000028309,Rnf20,mouse,ring finger protein 20 [Source:MGI Symbol;Acc:MGI:1925927]
TTPAL,human,ENSG00000124120,ENSMUSG00000017679,Ttpal,mouse,tocopherol (alpha) transfer protein-like [Source:MGI Symbol;Acc:MGI:1923330]
NEGR1,human,ENSG00000172260,ENSMUSG00000040037,Negr1,mouse,neuronal growth regulator 1 [Source:MGI Symbol;Acc:MGI:2444846]
Mtmr2,human,ENSG00000087053,ENSMUSG00000031918,Mtmr2,mouse,myotubularin related protein 2 [Source:MGI Symbol;Acc:MGI:1924366]
TRAPPC6B,human,ENSG00000182400,ENSMUSG00000020993,Trappc6b,mouse,trafficking protein particle complex 6B [Source:MGI Symbol;Acc:MGI:1925482]
MORF4L1,human,ENSG00000185787,ENSMUSG00000062270,Morf4l1,mouse,mortality factor 4 like 1 [Source:MGI Symbol;Acc:MGI:1096551]
PPIH,human,ENSG00000171960,ENSMUSG00000033036,Gm7879,mouse,predicted pseudogene 7879 [Source:MGI Symbol;Acc:MGI:3645078]
MBOAT7,human,ENSG00000125505,ENSMUSG00000035596,Mboat7,mouse,membrane bound O-acyltransferase domain containing 7 [Source:MGI Symbol;Acc:MGI:1924832]
TSNAX,human,ENSG00000116918,ENSMUSG00000056820,Tsnax,mouse,translin-associated factor X [Source:MGI Symbol;Acc:MGI:1855672]
PSMB8,human,ENSG00000204264,ENSMUSG00000024338,Psmb8,mouse,"proteasome (prosome, macropain) subunit, beta type 8 (large multifunctional peptidase 7) [Source:MGI Symbol;Acc:MGI:1346527]"
AKAP2,human,ENSG00000157654,ENSMUSG00000038729,Pakap,mouse,paralemmin A kinase anchor protein [Source:MGI Symbol;Acc:MGI:5141924]
AKAP2,human,ENSG00000157654,ENSMUSG00000089945,Pakap,mouse,paralemmin A kinase anchor protein [Source:MGI Symbol;Acc:MGI:5141924]
PSMA6,human,ENSG00000100902,ENSMUSG00000021024,Psma6,mouse,proteasome subunit alpha 6 [Source:MGI Symbol;Acc:MGI:1347006]
DPP3,human,ENSG00000254986,ENSMUSG00000063904,Dpp3,mouse,dipeptidylpeptidase 3 [Source:MGI Symbol;Acc:MGI:1922471]
CTPS1,human,ENSG00000171793,ENSMUSG00000028633,Ctps,mouse,cytidine 5'-triphosphate synthase [Source:MGI Symbol;Acc:MGI:1858304]
Myof,human,ENSG00000138119,ENSMUSG00000048612,Myof,mouse,myoferlin [Source:MGI Symbol;Acc:MGI:1919192]
PPFIBP1,human,ENSG00000110841,ENSMUSG00000016487,Ppfibp1,mouse,"PTPRF interacting protein, binding protein 1 (liprin beta 1) [Source:MGI Symbol;Acc:MGI:1914783]"
Vps26a,human,ENSG00000122958,ENSMUSG00000020078,Vps26a,mouse,VPS26 retromer complex component A [Source:MGI Symbol;Acc:MGI:1353654]
CELF1,human,ENSG00000149187,ENSMUSG00000005506,Celf1,mouse,"CUGBP, Elav-like family member 1 [Source:MGI Symbol;Acc:MGI:1342295]"
RPL38,human,ENSG00000172809,ENSMUSG00000057322,Rpl38,mouse,ribosomal protein L38 [Source:MGI Symbol;Acc:MGI:1914921]
CD2AP,human,ENSG00000198087,ENSMUSG00000061665,Cd2ap,mouse,CD2-associated protein [Source:MGI Symbol;Acc:MGI:1330281]
G3BP1,human,ENSG00000145907,ENSMUSG00000018583,G3bp1,mouse,GTPase activating protein (SH3 domain) binding protein 1 [Source:MGI Symbol;Acc:MGI:1351465]
SNTB2,human,ENSG00000168807,ENSMUSG00000041308,Sntb2,mouse,"syntrophin, basic 2 [Source:MGI Symbol;Acc:MGI:101771]"
GGT5,human,ENSG00000099998,ENSMUSG00000006344,Ggt5,mouse,gamma-glutamyltransferase 5 [Source:MGI Symbol;Acc:MGI:1346063]
ASAH1,human,ENSG00000104763,ENSMUSG00000031591,Asah1,mouse,N-acylsphingosine amidohydrolase 1 [Source:MGI Symbol;Acc:MGI:1277124]
Tiprl,human,ENSG00000143155,ENSMUSG00000040843,Tiprl,mouse,"TIP41, TOR signalling pathway regulator-like (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1915087]"
SMARCA2,human,ENSG00000080503,ENSMUSG00000024921,Smarca2,mouse,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2 [Source:MGI Symbol;Acc:MGI:99603]"
NUP155,human,ENSG00000113569,ENSMUSG00000022142,Nup155,mouse,nucleoporin 155 [Source:MGI Symbol;Acc:MGI:2181182]
FNDC3A,human,ENSG00000102531,ENSMUSG00000033487,Fndc3a,mouse,fibronectin type III domain containing 3A [Source:MGI Symbol;Acc:MGI:1196463]
PSMD7,human,ENSG00000103035,ENSMUSG00000039067,Psmd7,mouse,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 7 [Source:MGI Symbol;Acc:MGI:1351511]"
GIGYF2,human,ENSG00000204120,ENSMUSG00000048000,Gigyf2,mouse,GRB10 interacting GYF protein 2 [Source:MGI Symbol;Acc:MGI:2138584]
LRPAP1,human,ENSG00000163956,ENSMUSG00000029103,Lrpap1,mouse,low density lipoprotein receptor-related protein associated protein 1 [Source:MGI Symbol;Acc:MGI:96829]
SPG11,human,ENSG00000104133,ENSMUSG00000033396,Spg11,mouse,"SPG11, spatacsin vesicle trafficking associated [Source:MGI Symbol;Acc:MGI:2444989]"
Pten,human,ENSG00000171862,ENSMUSG00000013663,Pten,mouse,phosphatase and tensin homolog [Source:MGI Symbol;Acc:MGI:109583]
ZC3H7A,human,ENSG00000122299,ENSMUSG00000037965,Zc3h7a,mouse,zinc finger CCCH type containing 7 A [Source:MGI Symbol;Acc:MGI:2445044]
MGMT,human,ENSG00000170430,ENSMUSG00000054612,Mgmt,mouse,O-6-methylguanine-DNA methyltransferase [Source:MGI Symbol;Acc:MGI:96977]
ABI3BP,human,ENSG00000154175,ENSMUSG00000035258,Abi3bp,mouse,ABI family member 3 binding protein [Source:MGI Symbol;Acc:MGI:2444583]
Drg1,human,ENSG00000185721,ENSMUSG00000020457,Drg1,mouse,developmentally regulated GTP binding protein 1 [Source:MGI Symbol;Acc:MGI:1343297]
Drg1,human,ENSG00000198089,ENSMUSG00000023764,Sfi1,mouse,"Sfi1 homolog, spindle assembly associated (yeast) [Source:MGI Symbol;Acc:MGI:1926137]"
Ostf1,human,ENSG00000134996,ENSMUSG00000024725,Ostf1,mouse,osteoclast stimulating factor 1 [Source:MGI Symbol;Acc:MGI:700012]
Atic,human,ENSG00000138363,ENSMUSG00000026192,Atic,mouse,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase [Source:MGI Symbol;Acc:MGI:1351352]
MARK2,human,ENSG00000072518,ENSMUSG00000024969,Mark2,mouse,MAP/microtubule affinity regulating kinase 2 [Source:MGI Symbol;Acc:MGI:99638]
KDSR,human,ENSG00000119537,ENSMUSG00000009905,Kdsr,mouse,3-ketodihydrosphingosine reductase [Source:MGI Symbol;Acc:MGI:1918000]
FDFT1,human,ENSG00000079459,ENSMUSG00000021273,Fdft1,mouse,farnesyl diphosphate farnesyl transferase 1 [Source:MGI Symbol;Acc:MGI:102706]
Lsm14a,human,ENSG00000257103,ENSMUSG00000066568,Lsm14a,mouse,LSM14A mRNA processing body assembly factor [Source:MGI Symbol;Acc:MGI:1914320]
CNP,human,ENSG00000173786,ENSMUSG00000006782,Cnp,mouse,"2',3'-cyclic nucleotide 3' phosphodiesterase [Source:MGI Symbol;Acc:MGI:88437]"
ARPC5L,human,ENSG00000136950,ENSMUSG00000026755,Arpc5l,mouse,"actin related protein 2/3 complex, subunit 5-like [Source:MGI Symbol;Acc:MGI:1921442]"
Fau,human,ENSG00000149806,ENSMUSG00000038274,Fau,mouse,Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed (fox derived) [Source:MGI Symbol;Acc:MGI:102547]
SYNC,human,ENSG00000162520,ENSMUSG00000001333,Sync,mouse,syncoilin [Source:MGI Symbol;Acc:MGI:1916078]
Srsf1,human,ENSG00000136450,ENSMUSG00000018379,Srsf1,mouse,serine and arginine-rich splicing factor 1 [Source:MGI Symbol;Acc:MGI:98283]
Vps4a,human,ENSG00000132612,ENSMUSG00000031913,Vps4a,mouse,vacuolar protein sorting 4A [Source:MGI Symbol;Acc:MGI:1890520]
Spryd7,human,ENSG00000123178,ENSMUSG00000021930,Spryd7,mouse,SPRY domain containing 7 [Source:MGI Symbol;Acc:MGI:1913924]
LOC690335,human,,,,mouse,
KDM1A,human,ENSG00000004487,ENSMUSG00000036940,Kdm1a,mouse,lysine (K)-specific demethylase 1A [Source:MGI Symbol;Acc:MGI:1196256]
H3F3A,human,,,,mouse,
Snx18,human,ENSG00000178996,ENSMUSG00000042364,Snx18,mouse,sorting nexin 18 [Source:MGI Symbol;Acc:MGI:2137642]
USP53,human,ENSG00000145390,ENSMUSG00000039701,Usp53,mouse,ubiquitin specific peptidase 53 [Source:MGI Symbol;Acc:MGI:2139607]
GLMN,human,ENSG00000174842,ENSMUSG00000029276,Glmn,mouse,"glomulin, FKBP associated protein [Source:MGI Symbol;Acc:MGI:2141180]"
Use1,human,ENSG00000053501,ENSMUSG00000002395,Use1,mouse,unconventional SNARE in the ER 1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1914273]
